web_scraper_order,web_scraper_start_url,categories,categories_href,category_name,category_description,category_emoji_list,category_emoji_list_href,emoji,emoji_name,emoji_description
"1573458495-9997","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🏰 Castle","https://emojipedia.org/european-castle/","🏰","Castle","A castle, in a style that can be found in France and other parts of Europe.

Castle was approved as part of Unicode 6.0 in 2010
under the name “European Castle”
and added to Emoji 1.0 in 2015."
"1573459067-10272","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🌙 Crescent Moon","https://emojipedia.org/crescent-moon/","🌙","Crescent Moon","A crescent moon, as in its waxing crescent phase. Depicts the moon as a thin, golden crescent, curving to the right and not displaying the remaining outline of the moon.
May be used for the moon more generally and saying good night. May be used in association with ☪️ Star and Crescent, a popular but unofficial symbol of Islam.
As of March 2019, sending this emoji over Facebook Messenger activates dark mode.
See also 🌒 Waxing Crescent Moon.
Google’s moon once resembled a waning crescent moon, Twitter and Facebook's moons were previously silver.

Crescent Moon was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573456934-9380","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇪🇹 Flag: Ethiopia","https://emojipedia.org/flag-for-ethiopia/","🇪🇹","🇹 Flag: Ethiopia","The flag for Ethiopia, which may show as the letters ET on some platforms.
The Flag: Ethiopia emoji is a sequence of the 🇪 Regional Indicator Symbol Letter E and 🇹 Regional Indicator Symbol Letter T emojis.
These display as a single emoji on supported platforms.

Flag: Ethiopia was added to Emoji 1.0 in 2015."
"1573458042-9778","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📇 Card Index","https://emojipedia.org/card-index/","📇","Card Index","A card index, as a Rolodex, once used to organize and access cards containing the information of personal or business contacts. Depicted as a black or gray rotating device with a contact card displayed, including a graphic and text.
Occasionally used to represent contact details/information and business cards. Thanks to its appearance, this emoji is sometimes mistaken for such things as documents or word processing.
Apple’s design features a picture of its 👩 Woman, identified as Jane Appleseed (previously John Appleseed) with the following contact details as an easter egg:
appleseed@me.com

125 Main St.

City Name, CA 95014

Work: (408) 123-4567

Home: (400) 765-4321
95014 is the zip code (postcode) for Apple’s corporate headquarters in Cupertino, California.
JoyPixels features its 👩‍⚕️ Woman Health Care Worker. WhatsApp's design also shows the picture of a woman.

Card Index was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459790-10622","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👵 Old Woman","https://emojipedia.org/older-woman/","👵","Old Woman","An elderly woman with gray (grey) hair, and visible wrinkles. Wears glasses on some platforms.

Old Woman was approved as part of Unicode 6.0 in 2010
under the name “Older Woman”
and added to Emoji 1.0 in 2015."
"1573456733-9304","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇲🇰 Flag: North Macedonia","https://emojipedia.org/flag-for-macedonia/","🇲🇰","🇰 Flag: North Macedonia","The flag for North Macedonia (until 2019: Macedonia), which may show as the letters MK on some platforms.
Displays a stylized yellow sun on a red background, with eight rays extending from the center to each edge.
The Flag: North Macedonia emoji is a sequence of the 🇲 Regional Indicator Symbol Letter M and 🇰 Regional Indicator Symbol Letter K emojis.
These display as a single emoji on supported platforms.


Flag: North Macedonia was added to Emoji 1.0 in 2015."
"1573459075-10276","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🌕 Full Moon","https://emojipedia.org/full-moon-symbol/","🌕","Full Moon","A full moon, the fifth phase of the eight phases of the moon, when it is completely lit. Depicts the moon as a full, gold or silver, cratered disc, completely illuminated by the sun.
May be used to represent the moon more generally, nighttime, outer space, and astronomy. May also be used to convey enchanting or eerie feelings. Commonly used during Halloween, associated with werewolves and Friday the 13th.
See also 🌝 Full Moon Face. Used as part of the Moon Emoji Creep meme.
Samsung’s design once resembled a full moon with stars and previously displayed as a full moon in a night sky with stars.

Full Moon was approved as part of Unicode 6.0 in 2010
under the name “Full Moon Symbol”
and added to Emoji 1.0 in 2015."
"1573457013-9417","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇧🇼 Flag: Botswana","https://emojipedia.org/flag-for-botswana/","🇧🇼","🇼 Flag: Botswana","The flag for Botswana, which may show as the letters BW on some platforms.
The Flag: Botswana emoji is a sequence of the 🇧 Regional Indicator Symbol Letter B and 🇼 Regional Indicator Symbol Letter W emojis.
These display as a single emoji on supported platforms.

Flag: Botswana was added to Emoji 1.0 in 2015."
"1573456816-9343","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇮🇳 Flag: India","https://emojipedia.org/flag-for-india/","🇮🇳","🇳 Flag: India","The flag for India, which may show as the letters IN on some platforms.
The Flag: India emoji is a sequence of the 🇮 Regional Indicator Symbol Letter I and 🇳 Regional Indicator Symbol Letter N emojis.
These display as a single emoji on supported platforms.

Flag: India was added to Emoji 1.0 in 2015."
"1573458408-9955","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚕 Taxi","https://emojipedia.org/taxi/","🚕","Taxi","A yellow taxicab, iconically seen in New York City. Shown from the side, as opposed to the oncoming taxi emoji.

Taxi was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459936-10693","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😼 Cat With Wry Smile","https://emojipedia.org/cat-face-with-wry-smile/","😼","Cat With Wry Smile","A cartoon cat variant of 😏 Smirking Face. Depicted as yellow on major platforms.

Cat With Wry Smile was approved as part of Unicode 6.0 in 2010
under the name “Cat Face With Wry Smile”
and added to Emoji 1.0 in 2015."
"1573458598-10046","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🎱 Pool 8 Ball","https://emojipedia.org/billiards/","🎱","Pool 8 Ball","The game of billiards, of which pool is a common version. This emoji displays the black 8 ball on most platforms, which looks similar to the Magic 8-Ball toy.
Samsung displays this emoji with a cue and triangular arrangement of colored balls.

Pool 8 Ball was approved as part of Unicode 6.0 in 2010
under the name “Billiards”
and added to Emoji 1.0 in 2015."
"1573459046-10262","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","⛅ Sun Behind Cloud","https://emojipedia.org/sun-behind-cloud/","⛅","Sun Behind Cloud","A yellow sun half covered by a white cloud. Position of the sun varies across platforms.
May be used as a weather icon to represent a partly cloudy day.
Not to be confused with 🌤️ Sun Behind Small Cloud or ⛅ Sun Behind Large Cloud, though their applications may overlap.
Microsoft’s cloud was previously gray, Samsung’s bluish.

Sun Behind Cloud was approved as part of Unicode 5.2 in 2009
and added to Emoji 1.0 in 2015.
"
"1573459905-10678","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤘 Sign of the Horns","https://emojipedia.org/sign-of-the-horns/","🤘","Sign of the Horns","A ""rock on"" hand gesture raising the pinky and index fingers on one hand, which a variety of other meanings.

Sign of the Horns was approved as part of Unicode 8.0 in 2015
and added to Emoji 1.0 in 2015."
"1573458556-10027","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚣 Person Rowing Boat","https://emojipedia.org/rowboat/","🚣","Person Rowing Boat","A small rowboat suitable for a small number of people. Couples or families sometimes hire these as an activity on calm waters.

Person Rowing Boat was approved as part of Unicode 6.0 in 2010
under the name “Rowboat”
and added to Emoji 1.0 in 2015."
"1573459637-10548","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👳 Person Wearing Turban","https://emojipedia.org/man-with-turban/","👳","Person Wearing Turban","A man wearing a turban; a form of customary headwear worn by Sikhs or Muslims.

Person Wearing Turban was approved as part of Unicode 6.0 in 2010
under the name “Man With Turban”
and added to Emoji 1.0 in 2015."
"1573458655-10074","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🥈 2nd Place Medal","https://emojipedia.org/second-place-medal/","🥈","2nd Place Medal","2nd Place Medal was approved as part of Unicode 9.0 in 2016
under the name “Second Place Medal”
and added to Emoji 3.0 in 2016."
"1573458960-10221","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔
Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍅 Tomato","https://emojipedia.org/tomato/","🍅","Tomato","A plump, red garden tomato topped with a leafy green stem. May resemble the red apple at small sizes.

Tomato was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
